batch_size,context_length,heads_per_program,num_warps,production_median_ms,candidate_median_ms,speedup,unique_kv_bytes,estimated_kv_read_bytes,estimated_read_amplification,unique_kv_gbps,estimated_kv_gbps,max_abs_error,status,error
16,4096,1,4,0.5974240005016327,0.5084480047225952,1.1749952698262274,67108864,402653184,6,131.9876631959919,791.9259791759514,3.0517578125e-05,ok,
16,4096,1,8,0.5974240005016327,0.4749760031700134,1.2577982814171564,67108864,402653184,6,141.28895681489612,847.7337408893768,1.52587890625e-05,ok,
16,4096,2,4,0.5974240005016327,0.7272160053253174,0.8215220733960293,67108864,201326592,3,92.28188531133759,276.84565593401277,3.0517578125e-05,ok,
16,4096,2,8,0.5974240005016327,0.6038880050182343,0.9892960210123624,67108864,201326592,3,111.12799632106233,333.38398896318694,1.52587890625e-05,ok,
16,4096,3,4,0.5974240005016327,1.1413440108299255,0.5234390287527924,67108864,134217728,2,58.79810413268998,117.59620826537996,3.0517578125e-05,ok,
16,4096,3,8,0.5974240005016327,0.8899839818477631,0.6712750034683496,67108864,134217728,2,75.40457510332962,150.80915020665924,1.52587890625e-05,ok,
16,4096,6,4,0.5974240005016327,2.1351360082626343,0.2798060630281619,67108864,67108864,1,31.43072091908874,31.43072091908874,3.0517578125e-05,ok,
16,4096,6,8,0.5974240005016327,1.4574559926986694,0.40990877494381456,67108864,67108864,1,46.04520777038297,46.04520777038297,1.52587890625e-05,ok,
16,8192,1,4,1.1920160055160522,0.982880026102066,1.212778745991394,134217728,805306368,6,136.55555554657525,819.3333332794514,3.0517578125e-05,ok,
16,8192,1,8,1.1920160055160522,0.9181919991970062,1.2982208585551993,134217728,805306368,6,146.17610272947107,877.0566163768265,3.0517578125e-05,ok,
16,8192,2,4,1.1920160055160522,1.4187360405921936,0.8401957597542201,134217728,402653184,3,94.60373470457286,283.81120411371865,3.0517578125e-05,ok,
16,8192,2,8,1.1920160055160522,1.174847960472107,1.014612993018302,134217728,402653184,3,114.24263608208952,342.72790824626856,3.0517578125e-05,ok,
16,8192,3,4,1.1920160055160522,2.267567992210388,0.5256803807475227,134217728,268435456,2,59.19016693703052,118.38033387406104,3.0517578125e-05,ok,
16,8192,3,8,1.1920160055160522,1.7451359629631042,0.6830505077049139,134217728,268435456,2,76.90961096928449,153.81922193856897,3.0517578125e-05,ok,
16,8192,6,4,1.1920160055160522,4.235919952392578,0.28140664103974977,134217728,134217728,1,31.68561481531059,31.68561481531059,3.0517578125e-05,ok,
16,8192,6,8,1.1920160055160522,2.884544014930725,0.41324243947953054,134217728,134217728,1,46.529963593994026,46.529963593994026,3.0517578125e-05,ok,
16,16384,1,4,2.3180959224700928,1.9336000084877014,1.198849768460185,268435456,1610612736,6,138.82677638688446,832.9606583213067,3.0517578125e-05,ok,
16,16384,1,8,2.3180959224700928,1.8141279816627502,1.2778017570433082,268435456,1610612736,6,147.96941489980426,887.8164893988255,3.0517578125e-05,ok,
16,16384,2,4,2.3180959224700928,2.809424042701721,0.8251142893476714,268435456,805306368,3,95.54821626067361,286.64464878202085,3.0517578125e-05,ok,
16,16384,2,8,2.3180959224700928,2.3160480260849,1.0008842201725214,268435456,805306368,3,115.90237032077843,347.7071109623353,3.0517578125e-05,ok,
16,16384,3,4,2.3180959224700928,4.443840026855469,0.5216425227868551,268435456,536870912,2,60.40619247717366,120.81238495434732,3.0517578125e-05,ok,
16,16384,3,8,2.3180959224700928,3.4553120136260986,0.6708788998876601,268435456,536870912,2,77.68776160920312,155.37552321840624,3.0517578125e-05,ok,
16,16384,6,4,2.3180959224700928,8.442975997924805,0.2745591036904353,268435456,268435456,1,31.793938069464915,31.793938069464915,3.0517578125e-05,ok,
16,16384,6,8,2.3180959224700928,5.736223936080933,0.4041153114489195,268435456,268435456,1,46.796544031612335,46.796544031612335,3.0517578125e-05,ok,
32,128,1,4,0.04660800099372864,0.049984000623226166,0.9324583949383036,4194304,25165824,6,83.91293109201476,503.4775865520885,0.000244140625,ok,
32,128,1,8,0.04660800099372864,0.05115199834108353,0.9111667677760048,4194304,25165824,6,81.99687472681354,491.98124836088124,0.000244140625,ok,
32,128,2,4,0.04660800099372864,0.05663999915122986,0.8228813858080118,4194304,12582912,3,74.05197851082464,222.15593553247393,0.000244140625,ok,
32,128,2,8,0.04660800099372864,0.05539199896156788,0.8414211775615146,4194304,12582912,3,75.72039425603859,227.1611827681158,0.000244140625,ok,
32,128,3,4,0.04660800099372864,0.06278400123119354,0.7423547413313308,4194304,8388608,2,66.80529940350641,133.61059880701282,0.000244140625,ok,
32,128,3,8,0.04660800099372864,0.05729600042104721,0.8134599387605348,4194304,8388608,2,73.20413238581409,146.40826477162818,0.000244140625,ok,
32,128,6,4,0.04660800099372864,0.09622399881482124,0.48436982008431845,4194304,4194304,1,43.58895963232363,43.58895963232363,0.000244140625,ok,
32,128,6,8,0.04660800099372864,0.07488000020384789,0.6224359090123717,4194304,4194304,1,56.01367506118765,56.01367506118765,0.000244140625,ok,
32,512,1,4,0.10516799986362457,0.09912000223994255,1.061016923799512,16777216,100663296,6,169.26165880613004,1015.5699528367802,6.103515625e-05,ok,
32,512,1,8,0.10516799986362457,0.10345599800348282,1.0165481160414123,16777216,100663296,6,162.16764927863534,973.005895671812,6.103515625e-05,ok,
32,512,2,4,0.10516799986362457,0.12470399960875511,0.8433410331150359,16777216,50331648,3,134.53631040413015,403.60893121239036,6.103515625e-05,ok,
32,512,2,8,0.10516799986362457,0.12009599804878235,0.8756994535397082,16777216,50331648,3,139.69837690332682,419.0951307099805,6.103515625e-05,ok,
32,512,3,4,0.10516799986362457,0.1552319973707199,0.6774891880857904,16777216,33554432,2,108.07833619465198,216.15667238930396,6.103515625e-05,ok,
32,512,3,8,0.10516799986362457,0.13094400614500046,0.8031524539364338,16777216,33554432,2,128.12511617692374,256.2502323538475,6.103515625e-05,ok,
32,512,6,4,0.10516799986362457,0.28787200152873993,0.36532903271291234,16777216,16777216,1,58.28012419028196,58.28012419028196,6.103515625e-05,ok,
32,512,6,8,0.10516799986362457,0.20204799622297287,0.5205099868823493,16777216,16777216,1,83.0357950270651,83.0357950270651,6.103515625e-05,ok,
32,2048,1,4,0.35153599083423615,0.30616000294685364,1.1482100452398394,67108864,402653184,6,219.19539898766413,1315.1723939259846,6.103515625e-05,ok,
32,2048,1,8,0.35153599083423615,0.3196159899234772,1.0998698498107098,67108864,402653184,6,209.96716721233906,1259.8030032740342,3.0517578125e-05,ok,
32,2048,2,4,0.35153599083423615,0.4357919991016388,0.8066600386397829,67108864,201326592,3,153.9928776534246,461.97863296027384,6.103515625e-05,ok,
32,2048,2,8,0.35153599083423615,0.3858560025691986,0.9110548714897663,67108864,201326592,3,173.922042298577,521.766126895731,3.0517578125e-05,ok,
32,2048,3,4,0.35153599083423615,0.5830080211162567,0.6029693899599657,67108864,134217728,2,115.10796004403159,230.21592008806317,6.103515625e-05,ok,
32,2048,3,8,0.35153599083423615,0.46347200870513916,0.758483757878641,67108864,134217728,2,144.79593748820037,289.59187497640073,3.0517578125e-05,ok,
32,2048,6,4,0.35153599083423615,1.0891679525375366,0.3227564582810482,67108864,67108864,1,61.61479856586873,61.61479856586873,6.103515625e-05,ok,
32,2048,6,8,0.35153599083423615,0.7471040189266205,0.4705315216203696,67108864,67108864,1,89.82532860205552,89.82532860205552,3.0517578125e-05,ok,
32,4096,1,4,0.6770559847354889,0.5763999819755554,1.1746287402975704,134217728,805306368,6,232.85519118161952,1397.131147089717,3.0517578125e-05,ok,
32,4096,1,8,0.6770559847354889,0.6239519715309143,1.0851091360033367,134217728,805306368,6,215.10906948604784,1290.6544169162871,3.0517578125e-05,ok,
32,4096,2,4,0.6770559847354889,0.8483839929103851,0.7980537002034247,134217728,402653184,3,158.20398442404064,474.61195327212204,3.0517578125e-05,ok,
32,4096,2,8,0.6770559847354889,0.7549600005149841,0.8968104062117804,134217728,402653184,3,177.78124391814862,533.3437317544459,3.0517578125e-05,ok,
32,4096,3,4,0.6770559847354889,1.1421120166778564,0.5928104904323575,134217728,268435456,2,117.5171314547664,235.0342629095328,3.0517578125e-05,ok,
32,4096,3,8,0.6770559847354889,0.891072005033493,0.7598218560463474,134217728,268435456,2,150.62500812709865,301.2500162541973,3.0517578125e-05,ok,
32,4096,6,4,0.6770559847354889,2.143072009086609,0.3159277811780363,134217728,134217728,1,62.62865990079562,62.62865990079562,3.0517578125e-05,ok,
32,4096,6,8,0.6770559847354889,1.4586719870567322,0.4641591740591616,134217728,134217728,1,92.01364610478385,92.01364610478385,3.0517578125e-05,ok,
32,8192,1,4,1.30867201089859,1.1215360164642334,1.166856874578423,268435456,1610612736,6,239.3462644617268,1436.0775867703608,1.52587890625e-05,ok,
32,8192,1,8,1.30867201089859,1.2201759815216064,1.0725272671460273,268435456,1610612736,6,219.99732830771725,1319.9839698463038,1.52587890625e-05,ok,
32,8192,2,4,1.30867201089859,1.6392320394515991,0.7983445780723045,268435456,805306368,3,163.75683828739975,491.2705148621992,1.52587890625e-05,ok,
32,8192,2,8,1.30867201089859,1.498095989227295,0.8735568483656324,268435456,805306368,3,179.1844167064733,537.55325011942,1.52587890625e-05,ok,
32,8192,3,4,1.30867201089859,2.2085119485855103,0.5925582660925868,268435456,536870912,2,121.54584727147406,243.09169454294812,1.52587890625e-05,ok,
32,8192,3,8,1.30867201089859,1.7476159930229187,0.7488327047379154,268435456,536870912,2,153.60093811894959,307.20187623789917,1.52587890625e-05,ok,
32,8192,6,4,1.30867201089859,4.25761604309082,0.3073720123312384,268435456,268435456,1,63.04830057083518,63.04830057083518,1.52587890625e-05,ok,
32,8192,6,8,1.30867201089859,2.887360095977783,0.4532417043241771,268435456,268435456,1,92.96916459223154,92.96916459223154,1.52587890625e-05,ok,
