CUDA total time
===============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::item         0.04%      87.604us        77.05%     189.092ms       2.955ms       0.000us         0.00%     144.351us       2.255us           0 b           0 b           0 b           0 b            64            --  
                              aten::_local_scalar_dense         0.08%     197.723us        77.02%     189.004ms       2.953ms     144.351us         0.06%     144.351us       2.255us           0 b           0 b           0 b           0 b            64            --  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     144.351us         0.06%     144.351us       2.255us           0 b           0 b           0 b           0 b            64            --  
                            mixed/cache_and_input_setup         2.28%       5.587ms         3.14%       7.704ms       7.704ms       0.000us         0.00%      98.432us      98.432us           0 b    -299.79 Kb      24.48 Mb           0 b             1            --  
                                     aten::index_select         0.04%      85.961us         0.07%     167.205us      55.735us      85.120us         0.04%      85.120us      28.373us           0 b           0 b      24.77 Mb           0 b             3            --  
                                        aten::embedding         0.01%      14.809us         0.04%      86.627us      86.627us       0.000us         0.00%      78.336us      78.336us           0 b           0 b      24.19 Mb           0 b             1            --  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      78.336us         0.03%      78.336us      78.336us           0 b           0 b           0 b           0 b             1            --  
                                               aten::to         0.67%       1.640ms         0.83%       2.044ms     185.820us       0.000us         0.00%      23.776us       2.161us          16 b           0 b     302.50 Kb           0 b            11            --  
                                         aten::_to_copy         0.03%      63.324us         0.16%     403.803us      36.709us       0.000us         0.00%      23.776us       2.161us          16 b           0 b     302.50 Kb           0 b            11            --  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      20.992us         0.01%      20.992us       2.099us           0 b           0 b           0 b           0 b            10            --  
                                 mixed/decode_attention         1.23%       3.009ms         1.60%       3.919ms     139.952us       0.000us         0.00%      16.545us       0.591us           0 b           0 b     192.00 Kb      -5.06 Mb            28            --  
                                   prefill/sample_batch         0.07%     180.735us         0.16%     385.326us     385.326us       0.000us         0.00%      16.192us      16.192us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                                mixed/prefill_attention         1.19%       2.919ms         1.34%       3.294ms     117.642us       0.000us         0.00%       8.032us       0.287us           0 b           0 b      24.00 Mb    -648.00 Mb            28            --  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       6.784us         0.00%       6.784us       3.392us           0 b           0 b           0 b           0 b             2            --  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       2.784us         0.00%       2.784us       2.784us           0 b           0 b           0 b           0 b             1            --  
                                            aten::empty         0.23%     556.192us         0.23%     556.192us       4.450us       0.000us         0.00%       0.000us       0.000us     299.80 Kb     299.80 Kb     761.25 Mb     761.25 Mb           125            --  
                                    aten::empty_strided         0.40%     983.454us         0.40%     983.454us       5.464us       0.000us         0.00%       0.000us       0.000us          16 b          16 b       2.78 Gb       2.78 Gb           180            --  
                                        cudaMemcpyAsync         0.15%     359.978us         0.15%     359.978us       4.800us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            75            --  
                                  cudaStreamSynchronize        76.87%     188.645ms        76.87%     188.645ms       2.515ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            75            --  
                                       aten::lift_fresh         0.00%       2.508us         0.00%       2.508us       0.251us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                          aten::detach_         0.01%      24.606us         0.01%      31.505us       3.151us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                                detach_         0.00%       6.899us         0.00%       6.899us       0.690us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                          aten::resize_         0.01%      22.480us         0.01%      22.480us       7.493us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      24.77 Mb      24.77 Mb             3            --  
                                       cudaLaunchKernel         0.58%       1.414ms         0.58%       1.414ms       4.843us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           292            --  
                                        aten::unsqueeze         0.11%     263.406us         0.13%     324.690us       2.873us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           113            --  
                                       aten::as_strided         0.21%     521.528us         0.21%     521.528us       0.493us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          1058            --  
                                            aten::slice         0.20%     485.021us         0.23%     572.766us       2.893us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                    mixed/input_rmsnorm         1.00%       2.446ms         1.21%       2.977ms     106.333us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      24.19 Mb    -653.06 Mb            28            --  
                                             aten::view         0.15%     376.959us         0.15%     376.959us       1.185us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           318            --  
                                       aten::empty_like         0.16%     401.454us         0.59%       1.443ms       7.326us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       3.44 Gb           0 b           197            --  
                                                aten::t         0.15%     363.693us         0.34%     839.110us       4.238us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        aten::transpose         0.37%     919.525us         0.47%       1.157ms       2.741us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                  cudaFuncGetAttributes         0.21%     523.168us         0.21%     523.168us       2.642us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        cudaMemsetAsync         0.31%     755.964us         0.31%     755.964us       3.652us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           207            --  
                                   cudaFuncSetAttribute         0.09%     213.928us         0.09%     213.928us       0.360us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           594            --  
                                    cudaLaunchKernelExC         0.43%       1.051ms         0.43%       1.051ms       5.308us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                           aten::select         0.20%     480.268us         0.22%     549.171us       3.711us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           148            --  
                                     aten::_unsafe_view         0.02%      47.917us         0.02%      47.917us       1.711us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                     aten::resolve_conj         0.00%       1.036us         0.00%       1.036us       1.036us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.499us         0.00%       0.499us       0.499us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                  cudaDeviceSynchronize         0.00%       7.425us         0.00%       7.425us       7.425us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 245.401ms
Self CUDA time total: 232.385ms


CUDA self-time
==============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                 _packed_paged_prefill_attention_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     121.904ms        52.46%     121.904ms       4.354ms           0 b           0 b           0 b           0 b            28            --  
                                mixed/prefill_attention         0.00%       0.000us         0.00%       0.000us       0.000us     121.904ms        52.46%     121.904ms       4.354ms           0 b           0 b           0 b           0 b            28            --  
                                decode_attention_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      63.495ms        27.32%      63.495ms       2.268ms           0 b           0 b           0 b           0 b            28            --  
                                 mixed/decode_attention         0.00%       0.000us         0.00%       0.000us       0.000us      63.495ms        27.32%      63.495ms       2.268ms           0 b           0 b           0 b           0 b            28            --  
                                              mixed/mlp         0.00%       0.000us         0.00%       0.000us       0.000us      34.442ms        14.82%      34.442ms       1.230ms           0 b           0 b           0 b           0 b            28            --  
                                               aten::mm         1.47%       3.612ms         2.10%       5.153ms      45.198us      28.547ms        12.28%      28.547ms     250.410us           0 b           0 b       9.11 Gb       9.11 Gb           114  20210373.624  
sm90_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize128x12...         0.00%       0.000us         0.00%       0.000us       0.000us      22.775ms         9.80%      22.775ms     135.563us           0 b           0 b           0 b           0 b           168            --  
sm90_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize128x25...         0.00%       0.000us         0.00%       0.000us       0.000us       7.867ms         3.39%       7.867ms     280.951us           0 b           0 b           0 b           0 b            28            --  
                                mixed/output_projection         0.00%       0.000us         0.00%       0.000us       0.000us       5.759ms         2.48%       5.759ms     205.677us           0 b           0 b           0 b           0 b            28            --  
                            mixed/cache_and_input_setup         0.00%       0.000us         0.00%       0.000us       0.000us       4.782ms         2.06%       4.782ms       4.782ms           0 b           0 b           0 b           0 b             1            --  
                                              aten::mul         0.11%     273.230us         0.16%     395.433us      14.123us       3.966ms         1.71%       3.966ms     141.661us           0 b           0 b       3.88 Gb       3.88 Gb            28      2071.265  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.966ms         1.71%       3.966ms     141.661us           0 b           0 b           0 b           0 b            28            --  
                               mixed/profiled_iteration         0.00%       0.000us         0.00%       0.000us       0.000us       3.060ms         1.32%       3.060ms       3.060ms           0 b           0 b           0 b           0 b             1            --  
                                             aten::silu         0.13%     309.872us         0.18%     449.179us      16.042us       2.977ms         1.28%       2.977ms     106.314us           0 b           0 b       3.88 Gb       3.88 Gb            28            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.977ms         1.28%       2.977ms     106.314us           0 b           0 b           0 b           0 b            28            --  
                                   mixed/qkv_projection         0.00%       0.000us         0.00%       0.000us       0.000us       2.821ms         1.21%       2.821ms     100.755us           0 b           0 b           0 b           0 b            28            --  
                                            aten::addmm         1.01%       2.479ms         1.51%       3.695ms      43.987us       2.588ms         1.11%       2.588ms      30.809us           0 b           0 b     903.00 Mb     819.00 Mb            84   1454383.301  
                                              aten::cat         0.20%     498.786us         0.28%     681.456us      24.338us       2.231ms         0.96%       2.231ms      79.670us           0 b           0 b     677.25 Mb     677.25 Mb            28            --  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       2.231ms         0.96%       2.231ms      79.670us           0 b           0 b           0 b           0 b            28            --  
                                             mixed/rope         0.00%       0.000us         0.00%       0.000us       0.000us       2.092ms         0.90%       2.092ms      74.704us           0 b           0 b           0 b           0 b            28            --  
                                            rope_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       2.039ms         0.88%       2.039ms      36.405us           0 b           0 b           0 b           0 b            56            --  
                                              aten::add         0.21%     517.997us         0.31%     759.276us      13.558us       1.350ms         0.58%       1.350ms      24.110us           0 b           0 b       1.32 Gb       1.32 Gb            56       710.148  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.350ms         0.58%       1.350ms      24.110us           0 b           0 b           0 b           0 b            56            --  
                                         fused_rms_norm         0.00%       0.000us         0.00%       0.000us       0.000us       1.070ms         0.46%       1.070ms      18.768us           0 b           0 b           0 b           0 b            57            --  
                                            aten::copy_         0.14%     351.374us         0.28%     686.862us      17.612us     952.160us         0.41%     952.160us      24.414us           0 b           0 b           0 b           0 b            39            --  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     928.384us         0.40%     928.384us      33.157us           0 b           0 b           0 b           0 b            28            --  
                                         cuLaunchKernel         0.36%     886.385us         0.36%     886.385us       5.245us     618.627us         0.27%     618.627us       3.661us           0 b           0 b           0 b           0 b           169            --  
                                           aten::argmax         0.31%     771.350us         0.52%       1.280ms      19.686us     561.604us         0.24%     561.604us       8.640us           0 b           0 b      32.50 Kb      32.50 Kb            65            --  
                                   mixed/kv_cache_write         0.00%       0.000us         0.00%       0.000us       0.000us     535.488us         0.23%     535.488us      19.125us           0 b           0 b           0 b           0 b            28            --  
                                    mixed/input_rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     525.826us         0.23%     525.826us      18.780us           0 b           0 b           0 b           0 b            28            --  
                           mixed/post_attention_rmsnorm         0.00%       0.000us         0.00%       0.000us       0.000us     525.311us         0.23%     525.311us      18.761us           0 b           0 b           0 b           0 b            28            --  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     514.082us         0.22%     514.082us       7.909us           0 b           0 b           0 b           0 b            65            --  
                                      aten::index_copy_         0.31%     756.779us         0.45%       1.097ms      19.581us     475.548us         0.20%     475.548us       8.492us           0 b           0 b           0 b           0 b            56            --  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     475.548us         0.20%     475.548us       8.492us           0 b           0 b           0 b           0 b            56            --  
                           mixed/final_norm_and_lm_head         0.00%       0.000us         0.00%       0.000us       0.000us     381.600us         0.16%     381.600us     381.600us           0 b           0 b           0 b           0 b             1            --  
sm90_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize64x256...         0.00%       0.000us         0.00%       0.000us       0.000us     351.008us         0.15%     351.008us     175.504us           0 b           0 b           0 b           0 b             2            --  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     189.953us         0.08%     189.953us       0.918us           0 b           0 b           0 b           0 b           207            --  
                                   prefill/sample_batch         0.00%       0.000us         0.00%       0.000us       0.000us     180.448us         0.08%     180.448us     180.448us           0 b           0 b           0 b           0 b             1            --  
                              aten::_local_scalar_dense         0.08%     197.723us        77.02%     189.004ms       2.953ms     144.351us         0.06%     144.351us       2.255us           0 b           0 b           0 b           0 b            64            --  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     144.351us         0.06%     144.351us       2.255us           0 b           0 b           0 b           0 b            64            --  
                                     aten::index_select         0.04%      85.961us         0.07%     167.205us      55.735us      85.120us         0.04%      85.120us      28.373us           0 b           0 b      24.77 Mb           0 b             3            --  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      78.336us         0.03%      78.336us      78.336us           0 b           0 b           0 b           0 b             1            --  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      20.992us         0.01%      20.992us       2.099us           0 b           0 b           0 b           0 b            10            --  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       6.784us         0.00%       6.784us       3.392us           0 b           0 b           0 b           0 b             2            --  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       2.784us         0.00%       2.784us       2.784us           0 b           0 b           0 b           0 b             1            --  
                               mixed/profiled_iteration         0.68%       1.664ms       100.00%     245.393ms     245.393ms       0.000us         0.00%      44.496ms      44.496ms           0 b           0 b           0 b    -172.64 Mb             1            --  
                            mixed/cache_and_input_setup         2.28%       5.587ms         3.14%       7.704ms       7.704ms       0.000us         0.00%      98.432us      98.432us           0 b    -299.79 Kb      24.48 Mb           0 b             1            --  
                                            aten::empty         0.23%     556.192us         0.23%     556.192us       4.450us       0.000us         0.00%       0.000us       0.000us     299.80 Kb     299.80 Kb     761.25 Mb     761.25 Mb           125            --  
                                               aten::to         0.67%       1.640ms         0.83%       2.044ms     185.820us       0.000us         0.00%      23.776us       2.161us          16 b           0 b     302.50 Kb           0 b            11            --  
                                         aten::_to_copy         0.03%      63.324us         0.16%     403.803us      36.709us       0.000us         0.00%      23.776us       2.161us          16 b           0 b     302.50 Kb           0 b            11            --  
                                    aten::empty_strided         0.40%     983.454us         0.40%     983.454us       5.464us       0.000us         0.00%       0.000us       0.000us          16 b          16 b       2.78 Gb       2.78 Gb           180            --  
                                        cudaMemcpyAsync         0.15%     359.978us         0.15%     359.978us       4.800us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            75            --  
                                  cudaStreamSynchronize        76.87%     188.645ms        76.87%     188.645ms       2.515ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            75            --  
                                       aten::lift_fresh         0.00%       2.508us         0.00%       2.508us       0.251us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                          aten::detach_         0.01%      24.606us         0.01%      31.505us       3.151us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                                detach_         0.00%       6.899us         0.00%       6.899us       0.690us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                        aten::embedding         0.01%      14.809us         0.04%      86.627us      86.627us       0.000us         0.00%      78.336us      78.336us           0 b           0 b      24.19 Mb           0 b             1            --  
                                          aten::resize_         0.01%      22.480us         0.01%      22.480us       7.493us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      24.77 Mb      24.77 Mb             3            --  
                                       cudaLaunchKernel         0.58%       1.414ms         0.58%       1.414ms       4.843us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           292            --  
                                        aten::unsqueeze         0.11%     263.406us         0.13%     324.690us       2.873us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           113            --  
                                       aten::as_strided         0.21%     521.528us         0.21%     521.528us       0.493us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          1058            --  
                                            aten::slice         0.20%     485.021us         0.23%     572.766us       2.893us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                            mixed/layer         1.71%       4.195ms        18.27%      44.827ms       1.601ms       0.000us         0.00%      43.329ms       1.547ms           0 b           0 b     129.00 Mb      -1.94 Gb            28            --  
                                    mixed/input_rmsnorm         1.00%       2.446ms         1.21%       2.977ms     106.333us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      24.19 Mb    -653.06 Mb            28            --  
